"Plot","Cell","Row","Column","Taxon","Present"
"LB1-19",75,8,5,"Thymus praecox subsp. ligusticus",1
"LB1-19",76,8,6,"Anthyllis vulneraria",1
"LB1-19",76,8,6,"Helianthemum apenninum subsp. urrielense",1
"LB1-19",76,8,6,"Helictotrichon sedenense",1
"LB1-19",76,8,6,"Minuartia verna",1
"LB1-19",77,8,7,"Anthyllis vulneraria",1
"LB1-19",77,8,7,"Helianthemum apenninum subsp. urrielense",1
"LB1-19",77,8,7,"Helictotrichon sedenense",1
"LB1-19",77,8,7,"Ranunculus parnassiifolius subsp. favargeri",1
"LB1-19",77,8,7,"Thymus praecox subsp. ligusticus",1
"LB1-19",78,8,8,"Anthyllis vulneraria",1
"LB1-19",78,8,8,"Helianthemum apenninum subsp. urrielense",1
"LB1-19",78,8,8,"Helianthemum canum",1
"LB1-19",78,8,8,"Ranunculus parnassiifolius subsp. favargeri",1
"LB1-19",78,8,8,"Thymus praecox subsp. ligusticus",1
"LB1-19",79,8,9,"Anthyllis vulneraria",1
"LB1-19",79,8,9,"Helianthemum apenninum subsp. urrielense",1
"LB1-19",79,8,9,"Helianthemum canum",1
"LB1-19",80,8,10,"Anthyllis vulneraria",1
"LB1-19",80,8,10,"Helianthemum apenninum subsp. urrielense",1
"LB1-19",80,8,10,"Helianthemum canum",1
"LB1-19",80,8,10,"Helictotrichon sedenense",1
"LB1-19",80,8,10,"Ranunculus parnassiifolius subsp. favargeri",1
"LB1-19",80,8,10,"Thymus praecox subsp. ligusticus",1
"LB1-19",81,9,1,"Anthyllis vulneraria",1
"LB1-19",81,9,1,"Helianthemum canum",1
"LB1-19",81,9,1,"Helictotrichon sedenense",1
"LB1-19",81,9,1,"Silene acaulis",1
"LB1-19",81,9,1,"Viola riviniana",1
"LB1-19",82,9,2,"Anthyllis vulneraria",1
"LB1-19",82,9,2,"Helianthemum canum",1
"LB1-19",82,9,2,"Helictotrichon sedenense",1
"LB1-19",82,9,2,"Silene acaulis",1
"LB1-19",83,9,3,"Anthyllis vulneraria",1
"LB1-19",83,9,3,"Helianthemum apenninum subsp. urrielense",1
"LB1-19",83,9,3,"Helianthemum canum",1
"LB1-19",83,9,3,"Helictotrichon sedenense",1
"LB1-19",84,9,4,"Anthyllis vulneraria",1
"LB1-19",84,9,4,"Helianthemum apenninum subsp. urrielense",1
"LB1-19",84,9,4,"Helictotrichon sedenense",1
"LB1-19",84,9,4,"Silene acaulis",1
"LB1-19",84,9,4,"Thymus praecox subsp. ligusticus",1
"LB1-19",84,9,4,"Veronica nummularia",1
"LB1-19",85,9,5,"Anthyllis vulneraria",1
"LB1-19",85,9,5,"Helictotrichon sedenense",1
"LB1-19",85,9,5,"Silene acaulis",1
"LB1-19",86,9,6,"Anthyllis vulneraria",1
"LB1-19",86,9,6,"Helianthemum canum",1
"LB1-19",86,9,6,"Helictotrichon sedenense",1
"LB1-19",86,9,6,"Veronica nummularia",1
"LB1-19",87,9,7,"Anthyllis vulneraria",1
"LB1-19",87,9,7,"Helianthemum apenninum subsp. urrielense",1
"LB1-19",87,9,7,"Helianthemum canum",1
"LB1-19",87,9,7,"Helictotrichon sedenense",1
"LB1-19",88,9,8,"Anthyllis vulneraria",1
"LB1-19",88,9,8,"Helianthemum apenninum subsp. urrielense",1
"LB1-19",88,9,8,"Helictotrichon sedenense",1
"LB1-19",89,9,9,"Anthyllis vulneraria",1
"LB1-19",89,9,9,"Carex ornithopoda",1
"LB1-19",89,9,9,"Helianthemum apenninum subsp. urrielense",1
"LB1-19",89,9,9,"Helictotrichon sedenense",1
"LB1-19",89,9,9,"Ranunculus parnassiifolius subsp. favargeri",1
"LB1-19",89,9,9,"Veronica nummularia",1
"LB1-19",90,9,10,"Anthyllis vulneraria",1
"LB1-19",90,9,10,"Helictotrichon sedenense",1
"LB1-19",90,9,10,"Minuartia verna",1
"LB1-19",90,9,10,"Ranunculus parnassiifolius subsp. favargeri",1
"LB1-19",90,9,10,"Thymus praecox subsp. ligusticus",1
"LB1-19",90,9,10,"Viola riviniana",1
"LB1-19",91,10,1,"Anthyllis vulneraria",1
"LB1-19",91,10,1,"Helianthemum apenninum subsp. urrielense",1
"LB1-19",91,10,1,"Helianthemum canum",1
"LB1-19",91,10,1,"Helictotrichon sedenense",1
"LB1-19",91,10,1,"Silene acaulis",1
"LB1-19",92,10,2,"Anthyllis vulneraria",1
"LB1-19",92,10,2,"Helianthemum apenninum subsp. urrielense",1
"LB1-19",92,10,2,"Helianthemum canum",1
"LB1-19",92,10,2,"Ranunculus carinthiacus",1
"LB1-19",92,10,2,"Silene acaulis",1
"LB1-19",93,10,3,"Anthyllis vulneraria",1
"LB1-19",93,10,3,"Helianthemum apenninum subsp. urrielense",1
"LB1-19",93,10,3,"Helianthemum canum",1
"LB1-19",93,10,3,"Helictotrichon sedenense",1
"LB1-19",93,10,3,"Silene acaulis",1
"LB1-19",93,10,3,"Thymus praecox subsp. ligusticus",1
"LB1-19",94,10,4,"Helianthemum canum",1
"LB1-19",94,10,4,"Helictotrichon sedenense",1
"LB1-19",94,10,4,"Silene acaulis",1
"LB1-19",94,10,4,"Thymus praecox subsp. ligusticus",1
"LB1-19",94,10,4,"Viola riviniana",1
"LB1-19",95,10,5,"Anthyllis vulneraria",1
"LB1-19",95,10,5,"Carex ornithopoda",1
"LB1-19",95,10,5,"Gentiana verna",1
"LB1-19",95,10,5,"Helianthemum apenninum subsp. urrielense",1
"LB1-19",95,10,5,"Silene acaulis",1
"LB1-19",96,10,6,"Anthyllis vulneraria",1
"LB1-19",96,10,6,"Carex ornithopoda",1
"LB1-19",96,10,6,"Helianthemum apenninum subsp. urrielense",1
"LB1-19",96,10,6,"Helianthemum canum",1
"LB1-19",96,10,6,"Silene acaulis",1
"LB1-19",96,10,6,"Veronica nummularia",1
"LB1-19",97,10,7,"Anthyllis vulneraria",1
"LB1-19",97,10,7,"Helianthemum apenninum subsp. urrielense",1
"LB1-19",97,10,7,"Helianthemum canum",1
"LB1-19",97,10,7,"Helictotrichon sedenense",1
"LB1-19",97,10,7,"Silene acaulis",1
"LB1-19",98,10,8,"Anthyllis vulneraria",1
"LB1-19",98,10,8,"Helianthemum apenninum subsp. urrielense",1
"LB1-19",98,10,8,"Helictotrichon sedenense",1
"LB1-19",98,10,8,"Silene acaulis",1
"LB1-19",98,10,8,"Veronica nummularia",1
"LB1-19",99,10,9,"Anthyllis vulneraria",1
"LB1-19",99,10,9,"Helianthemum apenninum subsp. urrielense",1
"LB1-19",99,10,9,"Helictotrichon sedenense",1
"LB1-19",99,10,9,"Silene acaulis",1
"LB1-19",99,10,9,"Veronica nummularia",1
"LB1-19",100,10,10,"Anthyllis vulneraria",1
"LB1-19",100,10,10,"Helianthemum apenninum subsp. urrielense",1
"LB1-19",100,10,10,"Helianthemum canum",1
"LB1-19",100,10,10,"Helictotrichon sedenense",1
"LB1-19",100,10,10,"Minuartia verna",1
"LB1-19",100,10,10,"Thymus praecox subsp. ligusticus",1
"LB2-09",1,1,1,"Anthyllis vulneraria",1
"LB2-09",1,1,1,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",1,1,1,"Thymus praecox subsp. ligusticus",1
"LB2-09",2,1,2,"Anthyllis vulneraria",1
"LB2-09",2,1,2,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",2,1,2,"Helictotrichon sedenense",1
"LB2-09",2,1,2,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",2,1,2,"Thymus praecox subsp. ligusticus",1
"LB2-09",3,1,3,"Anthyllis vulneraria",1
"LB2-09",3,1,3,"Helictotrichon sedenense",1
"LB2-09",4,1,4,"Helictotrichon sedenense",1
"LB2-09",5,1,5,"Anthyllis vulneraria",1
"LB2-09",5,1,5,"Helictotrichon sedenense",1
"LB2-09",6,1,6,"Anthyllis vulneraria",1
"LB2-09",6,1,6,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",6,1,6,"Helictotrichon sedenense",1
"LB2-09",6,1,6,"Silene acaulis",1
"LB2-09",6,1,6,"Thymus praecox subsp. ligusticus",1
"LB2-09",7,1,7,"Anthyllis vulneraria",1
"LB2-09",7,1,7,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",7,1,7,"Helictotrichon sedenense",1
"LB2-09",7,1,7,"Silene acaulis",1
"LB2-09",8,1,8,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",8,1,8,"Helictotrichon sedenense",1
"LB2-09",9,1,9,"Anthyllis vulneraria",1
"LB2-09",9,1,9,"Arenaria moehringioides",1
"LB2-09",9,1,9,"Helictotrichon sedenense",1
"LB2-09",10,1,10,"Arenaria moehringioides",1
"LB2-09",10,1,10,"Helictotrichon sedenense",1
"LB2-09",11,2,1,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",11,2,1,"Thymus praecox subsp. ligusticus",1
"LB2-09",12,2,2,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",12,2,2,"Thymus praecox subsp. ligusticus",1
"LB2-09",13,2,3,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",13,2,3,"Thymus praecox subsp. ligusticus",1
"LB2-09",14,2,4,"Helictotrichon sedenense",1
"LB2-09",14,2,4,"Thymus praecox subsp. ligusticus",1
"LB2-09",15,2,5,"Anthyllis vulneraria",1
"LB2-09",15,2,5,"Helianthemum canum",1
"LB2-09",15,2,5,"Helictotrichon sedenense",1
"LB2-09",15,2,5,"Thymus praecox subsp. ligusticus",1
"LB2-09",16,2,6,"Anthyllis vulneraria",1
"LB2-09",16,2,6,"Helictotrichon sedenense",1
"LB2-09",16,2,6,"Thymus praecox subsp. ligusticus",1
"LB2-09",17,2,7,"Anthyllis vulneraria",1
"LB2-09",17,2,7,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",18,2,8,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",18,2,8,"Minuartia verna",1
"LB2-09",18,2,8,"Thymus praecox subsp. ligusticus",1
"LB2-09",19,2,9,"Arenaria moehringioides",1
"LB2-09",19,2,9,"Helictotrichon sedenense",1
"LB2-09",19,2,9,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",20,2,10,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",21,3,1,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",21,3,1,"Helictotrichon sedenense",1
"LB2-09",22,3,2,"Anthyllis vulneraria",1
"LB2-09",22,3,2,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",22,3,2,"Helictotrichon sedenense",1
"LB2-09",22,3,2,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",23,3,3,"Anthyllis vulneraria",1
"LB2-09",23,3,3,"Erigeron alpinus",1
"LB2-09",23,3,3,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",24,3,4,"Helianthemum canum",1
"LB2-09",25,3,5,"Helianthemum canum",1
"LB2-09",25,3,5,"Jasione cavanillesii",1
"LB2-09",25,3,5,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",25,3,5,"Thymus praecox subsp. ligusticus",1
"LB2-09",26,3,6,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",26,3,6,"Jasione cavanillesii",1
"LB2-09",26,3,6,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",27,3,7,"Anthyllis vulneraria",1
"LB2-09",27,3,7,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",28,3,8,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",29,3,9,"Anthyllis vulneraria",1
"LB2-09",29,3,9,"Arenaria moehringioides",1
"LB2-09",29,3,9,"Jasione cavanillesii",1
"LB2-09",29,3,9,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",29,3,9,"Thymus praecox subsp. ligusticus",1
"LB2-09",30,3,10,"Minuartia verna",1
"LB2-09",30,3,10,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",30,3,10,"Thymus praecox subsp. ligusticus",1
"LB2-09",31,4,1,"Anthyllis vulneraria",1
"LB2-09",31,4,1,"Helictotrichon sedenense",1
"LB2-09",31,4,1,"Thymus praecox subsp. ligusticus",1
"LB2-09",32,4,2,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",33,4,3,"Erigeron alpinus",1
"LB2-09",33,4,3,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",34,4,4,"Anthyllis vulneraria",1
"LB2-09",35,4,5,"Helianthemum canum",1
"LB2-09",35,4,5,"Helictotrichon sedenense",1
"LB2-09",35,4,5,"Jasione cavanillesii",1
"LB2-09",35,4,5,"Thymus praecox subsp. ligusticus",1
"LB2-09",36,4,6,"Anthyllis vulneraria",1
"LB2-09",36,4,6,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",36,4,6,"Thymus praecox subsp. ligusticus",1
"LB2-09",37,4,7,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",37,4,7,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",38,4,8,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",39,4,9,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",40,4,10,"Arenaria moehringioides",1
"LB2-09",40,4,10,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",41,5,1,"Anthyllis vulneraria",1
"LB2-09",41,5,1,"Helictotrichon sedenense",1
"LB2-09",41,5,1,"Silene acaulis",1
"LB2-09",41,5,1,"Thymus praecox subsp. ligusticus",1
"LB2-09",42,5,2,"Helictotrichon sedenense",1
"LB2-09",42,5,2,"Silene acaulis",1
"LB2-09",42,5,2,"Thymus praecox subsp. ligusticus",1
"LB2-09",43,5,3,"Thymus praecox subsp. ligusticus",1
"LB2-09",44,5,4,"Helictotrichon sedenense",1
"LB2-09",44,5,4,"Thymus praecox subsp. ligusticus",1
"LB2-09",45,5,5,"Anthyllis vulneraria",1
"LB2-09",45,5,5,"Helictotrichon sedenense",1
"LB2-09",45,5,5,"Thymus praecox subsp. ligusticus",1
"LB2-09",46,5,6,"Anthyllis vulneraria",1
"LB2-09",47,5,7,"Anthyllis vulneraria",1
"LB2-09",47,5,7,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",47,5,7,"Thymus praecox subsp. ligusticus",1
"LB2-09",48,5,8,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",48,5,8,"Thymus praecox subsp. ligusticus",1
"LB2-09",49,5,9,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",49,5,9,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",49,5,9,"Thymus praecox subsp. ligusticus",1
"LB2-09",50,5,10,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",50,5,10,"Thymus praecox subsp. ligusticus",1
"LB2-09",51,6,1,"Anthyllis vulneraria",1
"LB2-09",51,6,1,"Helictotrichon sedenense",1
"LB2-09",51,6,1,"Thymus praecox subsp. ligusticus",1
"LB2-09",52,6,2,"Anthyllis vulneraria",1
"LB2-09",52,6,2,"Helictotrichon sedenense",1
"LB2-09",52,6,2,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",52,6,2,"Thymus praecox subsp. ligusticus",1
"LB2-09",53,6,3,"Anthyllis vulneraria",1
"LB2-09",53,6,3,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",53,6,3,"Thymus praecox subsp. ligusticus",1
"LB2-09",54,6,4,"Anthyllis vulneraria",1
"LB2-09",54,6,4,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",54,6,4,"Thymus praecox subsp. ligusticus",1
"LB2-09",55,6,5,"Anthyllis vulneraria",1
"LB2-09",55,6,5,"Helictotrichon sedenense",1
"LB2-09",56,6,6,"Anthyllis vulneraria",1
"LB2-09",56,6,6,"Minuartia verna",1
"LB2-09",56,6,6,"Thymus praecox subsp. ligusticus",1
"LB2-09",57,6,7,"Anthyllis vulneraria",1
"LB2-09",57,6,7,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",57,6,7,"Thymus praecox subsp. ligusticus",1
"LB2-09",58,6,8,"Arenaria moehringioides",1
"LB2-09",58,6,8,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",58,6,8,"Thymus praecox subsp. ligusticus",1
"LB2-09",59,6,9,"Arenaria moehringioides",1
"LB2-09",59,6,9,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",59,6,9,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",59,6,9,"Thymus praecox subsp. ligusticus",1
"LB2-09",60,6,10,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",60,6,10,"Thymus praecox subsp. ligusticus",1
"LB2-09",61,7,1,"Anthyllis vulneraria",1
"LB2-09",61,7,1,"Helictotrichon sedenense",1
"LB2-09",61,7,1,"Thymus praecox subsp. ligusticus",1
"LB2-09",62,7,2,"Anthyllis vulneraria",1
"LB2-09",62,7,2,"Helictotrichon sedenense",1
"LB2-09",62,7,2,"Thymus praecox subsp. ligusticus",1
"LB2-09",63,7,3,"Anthyllis vulneraria",1
"LB2-09",63,7,3,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",63,7,3,"Helictotrichon sedenense",1
"LB2-09",63,7,3,"Thymus praecox subsp. ligusticus",1
"LB2-09",64,7,4,"Anthyllis vulneraria",1
"LB2-09",64,7,4,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",64,7,4,"Helictotrichon sedenense",1
"LB2-09",64,7,4,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",64,7,4,"Thymus praecox subsp. ligusticus",1
"LB2-09",65,7,5,"Arenaria moehringioides",1
"LB2-09",65,7,5,"Helictotrichon sedenense",1
"LB2-09",66,7,6,"Anthyllis vulneraria",1
"LB2-09",66,7,6,"Arenaria moehringioides",1
"LB2-09",66,7,6,"Minuartia verna",1
"LB2-09",66,7,6,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",66,7,6,"Thymus praecox subsp. ligusticus",1
"LB2-09",67,7,7,"Anthyllis vulneraria",1
"LB2-09",67,7,7,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",67,7,7,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",67,7,7,"Thymus praecox subsp. ligusticus",1
"LB2-09",68,7,8,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",68,7,8,"Thymus praecox subsp. ligusticus",1
"LB2-09",69,7,9,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",69,7,9,"Thymus praecox subsp. ligusticus",1
"LB2-09",70,7,10,"Thymus praecox subsp. ligusticus",1
"LB2-09",71,8,1,"Anthyllis vulneraria",1
"LB2-09",71,8,1,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",71,8,1,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",72,8,2,"Anthyllis vulneraria",1
"LB2-09",72,8,2,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",73,8,3,"Anthyllis vulneraria",1
"LB2-09",73,8,3,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",73,8,3,"Helictotrichon sedenense",1
"LB2-09",73,8,3,"Thymus praecox subsp. ligusticus",1
"LB2-09",74,8,4,"Anthyllis vulneraria",1
"LB2-09",74,8,4,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",74,8,4,"Helictotrichon sedenense",1
"LB2-09",74,8,4,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",75,8,5,"Anthyllis vulneraria",1
"LB2-09",75,8,5,"Arenaria moehringioides",1
"LB2-09",75,8,5,"Helianthemum apenninum subsp. urrielense",1
"LB2-09",75,8,5,"Helictotrichon sedenense",1
"LB2-09",76,8,6,"Anthyllis vulneraria",1
"LB2-09",76,8,6,"Arenaria moehringioides",1
"LB2-09",76,8,6,"Helictotrichon sedenense",1
"LB2-09",77,8,7,"Thymus praecox subsp. ligusticus",1
"LB2-09",78,8,8,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",79,8,9,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",79,8,9,"Thymus praecox subsp. ligusticus",1
"LB2-09",80,8,10,"Thymus praecox subsp. ligusticus",1
"LB2-09",81,9,1,"Anthyllis vulneraria",1
"LB2-09",81,9,1,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",81,9,1,"Silene acaulis",1
"LB2-09",81,9,1,"Thymus praecox subsp. ligusticus",1
"LB2-09",82,9,2,"Anthyllis vulneraria",1
"LB2-09",82,9,2,"Thymus praecox subsp. ligusticus",1
"LB2-09",83,9,3,"Helictotrichon sedenense",1
"LB2-09",83,9,3,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",83,9,3,"Thymus praecox subsp. ligusticus",1
"LB2-09",84,9,4,"Helictotrichon sedenense",1
"LB2-09",84,9,4,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",84,9,4,"Thymus praecox subsp. ligusticus",1
"LB2-09",85,9,5,"Anthyllis vulneraria",1
"LB2-09",85,9,5,"Helictotrichon sedenense",1
"LB2-09",85,9,5,"Jasione cavanillesii",1
"LB2-09",85,9,5,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",86,9,6,"Anthyllis vulneraria",1
"LB2-09",86,9,6,"Helictotrichon sedenense",1
"LB2-09",86,9,6,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",87,9,7,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",88,9,8,"Helictotrichon sedenense",1
"LB2-09",88,9,8,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",89,9,9,"Helictotrichon sedenense",1
"LB2-09",89,9,9,"Minuartia verna",1
"LB2-09",89,9,9,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",89,9,9,"Thymus praecox subsp. ligusticus",1
"LB2-09",90,9,10,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",90,9,10,"Thymus praecox subsp. ligusticus",1
"LB2-09",91,10,1,"Anthyllis vulneraria",1
"LB2-09",91,10,1,"Helictotrichon sedenense",1
"LB2-09",91,10,1,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",91,10,1,"Silene acaulis",1
"LB2-09",91,10,1,"Thymus praecox subsp. ligusticus",1
"LB2-09",92,10,2,"Iberis carnosa",1
"LB2-09",92,10,2,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",92,10,2,"Thymus praecox subsp. ligusticus",1
"LB2-09",93,10,3,"Helictotrichon sedenense",1
"LB2-09",93,10,3,"Thymus praecox subsp. ligusticus",1
"LB2-09",94,10,4,"Thymus praecox subsp. ligusticus",1
"LB2-09",95,10,5,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",96,10,6,"Helictotrichon sedenense",1
"LB2-09",96,10,6,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-09",98,10,8,"Helictotrichon sedenense",1
"LB2-09",99,10,9,"Helictotrichon sedenense",1
"LB2-09",99,10,9,"Thymus praecox subsp. ligusticus",1
"LB2-09",100,10,10,"Iberis carnosa",1
"LB2-09",100,10,10,"Thymus praecox subsp. ligusticus",1
"LB2-19",1,1,1,"Anthyllis vulneraria",1
"LB2-19",1,1,1,"Helianthemum canum",1
"LB2-19",1,1,1,"Thymus praecox subsp. ligusticus",1
"LB2-19",2,1,2,"Anthyllis vulneraria",1
"LB2-19",2,1,2,"Arenaria moehringioides",1
"LB2-19",2,1,2,"Helianthemum canum",1
"LB2-19",2,1,2,"Veronica nummularia",1
"LB2-19",3,1,3,"Anthyllis vulneraria",1
"LB2-19",3,1,3,"Thymus praecox subsp. ligusticus",1
"LB2-19",4,1,4,"Thymus praecox subsp. ligusticus",1
"LB2-19",5,1,5,"Anthyllis vulneraria",1
"LB2-19",5,1,5,"Arenaria purpurascens",1
"LB2-19",5,1,5,"Helianthemum canum",1
"LB2-19",5,1,5,"Helictotrichon sedenense",1
"LB2-19",5,1,5,"Minuartia verna",1
"LB2-19",6,1,6,"Anthyllis vulneraria",1
"LB2-19",6,1,6,"Arenaria purpurascens",1
"LB2-19",6,1,6,"Helianthemum apenninum subsp. urrielense",1
"LB2-19",6,1,6,"Helictotrichon sedenense",1
"LB2-19",6,1,6,"Minuartia verna",1
"LB2-19",7,1,7,"Anthyllis vulneraria",1
"LB2-19",7,1,7,"Arenaria purpurascens",1
"LB2-19",7,1,7,"Helianthemum apenninum subsp. urrielense",1
"LB2-19",7,1,7,"Helictotrichon sedenense",1
"LB2-19",8,1,8,"Anthyllis vulneraria",1
"LB2-19",8,1,8,"Helianthemum apenninum subsp. urrielense",1
"LB2-19",8,1,8,"Helictotrichon sedenense",1
"LB2-19",8,1,8,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-19",9,1,9,"Anthyllis vulneraria",1
"LB2-19",9,1,9,"Arenaria moehringioides",1
"LB2-19",9,1,9,"Arenaria purpurascens",1
"LB2-19",9,1,9,"Helictotrichon sedenense",1
"LB2-19",9,1,9,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-19",10,1,10,"Anthyllis vulneraria",1
"LB2-19",10,1,10,"Arenaria purpurascens",1
"LB2-19",10,1,10,"Helianthemum apenninum subsp. urrielense",1
"LB2-19",10,1,10,"Helictotrichon sedenense",1
"LB2-19",10,1,10,"Thymus praecox subsp. ligusticus",1
"LB2-19",10,1,10,"Veronica nummularia",1
"LB2-19",11,2,1,"Helianthemum apenninum subsp. urrielense",1
"LB2-19",11,2,1,"Thymus praecox subsp. ligusticus",1
"LB2-19",12,2,2,"Arenaria moehringioides",1
"LB2-19",12,2,2,"Helianthemum apenninum subsp. urrielense",1
"LB2-19",13,2,3,"Helianthemum apenninum subsp. urrielense",1
"LB2-19",13,2,3,"Thymus praecox subsp. ligusticus",1
"LB2-19",14,2,4,"Arenaria moehringioides",1
"LB2-19",14,2,4,"Helianthemum canum",1
"LB2-19",14,2,4,"Thymus praecox subsp. ligusticus",1
"LB2-19",15,2,5,"Anthyllis vulneraria",1
"LB2-19",15,2,5,"Helianthemum apenninum subsp. urrielense",1
"LB2-19",15,2,5,"Helianthemum canum",1
"LB2-19",15,2,5,"Helictotrichon sedenense",1
"LB2-19",15,2,5,"Minuartia verna",1
"LB2-19",16,2,6,"Anthyllis vulneraria",1
"LB2-19",16,2,6,"Arenaria purpurascens",1
"LB2-19",16,2,6,"Helianthemum apenninum subsp. urrielense",1
"LB2-19",16,2,6,"Helictotrichon sedenense",1
"LB2-19",16,2,6,"Minuartia verna",1
"LB2-19",16,2,6,"Thymus praecox subsp. ligusticus",1
"LB2-19",17,2,7,"Anthyllis vulneraria",1
"LB2-19",17,2,7,"Arenaria purpurascens",1
"LB2-19",17,2,7,"Helianthemum apenninum subsp. urrielense",1
"LB2-19",17,2,7,"Minuartia verna",1
"LB2-19",18,2,8,"Anthyllis vulneraria",1
"LB2-19",18,2,8,"Arenaria moehringioides",1
"LB2-19",18,2,8,"Erigeron alpinus",1
"LB2-19",18,2,8,"Helianthemum apenninum subsp. urrielense",1
"LB2-19",18,2,8,"Helictotrichon sedenense",1
"LB2-19",18,2,8,"Minuartia verna",1
"LB2-19",19,2,9,"Anthyllis vulneraria",1
"LB2-19",19,2,9,"Arenaria purpurascens",1
"LB2-19",19,2,9,"Helianthemum apenninum subsp. urrielense",1
"LB2-19",19,2,9,"Helictotrichon sedenense",1
"LB2-19",19,2,9,"Minuartia verna",1
"LB2-19",19,2,9,"Ranunculus parnassiifolius subsp. favargeri",1
"LB2-19",20,2,10,"Anthyllis vulneraria",1
"LB2-19",20,2,10,"Arenaria moehringioides",1
"LB2-19",20,2,10,"Arenaria purpurascens",1
"LB2-19",20,2,10,"Helianthemum apenninum subsp. urrielense",1
"LB2-19",20,2,10,"Helictotrichon sedenense",1
"LB2-19",21,3,1,"Anthyllis vulneraria",1
"LB2-19",21,3,1,"Helianthemum apenninum subsp. urrielense",1
